Start training!
Training finished!
         47729690 function calls (45548423 primitive calls) in 69.398 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 padding.py:211(ConstantPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:262(ConstantPad2d)
       17    0.000    0.000    0.000    0.000 padding.py:308(__init__)
        1    0.000    0.000    0.000    0.000 padding.py:313(ConstantPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:32(CircularPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:353(_ReflectionPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:364(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:405(ReflectionPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:457(ReflectionPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:510(_ReplicationPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:521(ReplicationPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:562(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:614(ReplicationPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:655(ZeroPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:707(ZeroPad2d)
       17    0.000    0.000    0.000    0.000 padding.py:754(__init__)
        1    0.000    0.000    0.000    0.000 padding.py:760(ZeroPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:83(CircularPad2d)
        1    0.000    0.000    0.000    0.000 pair_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pair_set.py:1(PairSet)
        1    0.000    0.000    0.000    0.000 parabola.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parabola.py:20(Parabola)
        1    0.000    0.000    0.000    0.000 parallel_apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 param_fetch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameter.py:13(Parameter)
    99918    0.014    0.000    0.024    0.000 parameter.py:164(is_lazy)
        1    0.000    0.000    0.000    0.000 parameter.py:168(UninitializedParameter)
        1    0.000    0.000    0.000    0.000 parameter.py:199(UninitializedBuffer)
      802    0.000    0.000    0.001    0.000 parameter.py:33(__new__)
      425    0.001    0.000    0.006    0.000 parameter.py:54(__deepcopy__)
        1    0.000    0.000    0.000    0.000 parameter.py:6(_ParameterMeta)
      802    0.001    0.000    0.002    0.000 parameter.py:65(__reduce_ex__)
     4979    0.002    0.000    0.002    0.000 parameter.py:8(__instancecheck__)
        1    0.000    0.000    0.000    0.000 parameter.py:84(UninitializedTensorMixin)
        1    0.000    0.000    0.000    0.000 parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameters.py:60(__init__)
        1    0.000    0.000    0.000    0.000 parameters.py:7(_global_parameters)
        1    0.000    0.000    0.000    0.000 parametrizations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parametrizations.py:288(_WeightNorm)
        1    0.000    0.000    0.000    0.000 parametrizations.py:33(_OrthMaps)
        1    0.000    0.000    0.000    0.000 parametrizations.py:366(_SpectralNorm)
        1    0.000    0.000    0.000    0.000 parametrizations.py:39(_Orthogonal)
        1    0.000    0.000    0.000    0.000 parametrize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parametrize.py:69(ParametrizationList)
        1    0.000    0.000    0.000    0.000 pareto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pareto.py:10(Pareto)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        5    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        6    0.000    0.000    0.000    0.000 parse.py:147(username)
        5    0.000    0.000    0.000    0.000 parse.py:151(password)
        2    0.000    0.000    0.000    0.000 parse.py:155(hostname)
        1    0.000    0.000    0.000    0.000 parse.py:166(port)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
       11    0.000    0.000    0.000    0.000 parse.py:183(_userinfo)
        3    0.000    0.000    0.000    0.000 parse.py:195(_hostinfo)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:391(_splitnetloc)
        3    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
        5    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        2    0.000    0.000    0.000    0.000 parse.py:456(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        5    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        3    0.000    0.000    0.003    0.001 parser.py:1(<module>)
     1071    0.000    0.000    0.006    0.000 parser.py:101(expect)
       65    0.000    0.000    0.000    0.000 parser.py:107(peek_event)
       82    0.000    0.000    0.000    0.000 parser.py:114(get_event)
       10    0.000    0.000    0.000    0.000 parser.py:120(expect_keyword)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        2    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
        2    0.000    0.000    0.000    0.000 parser.py:139(parse_implicit_document_start)
        2    0.000    0.000    0.000    0.000 parser.py:147(any)
        1    0.000    0.000    0.000    0.000 parser.py:159(Option)
        2    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
   161/47    0.000    0.000    0.009    0.000 parser.py:160(many)
        7    0.000    0.000    0.000    0.000 parser.py:17(__init__)
      577    0.000    0.000    0.003    0.000 parser.py:173(parse_name)
       22    0.000    0.000    0.009    0.000 parser.py:184(parse_document)
        2    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
       27    0.000    0.000    0.009    0.000 parser.py:199(parse_definition)
        1    0.000    0.000    0.000    0.000 parser.py:213(Argument)
       22    0.000    0.000    0.008    0.000 parser.py:217(parse_operation_definition)
        1    0.000    0.000    0.000    0.000 parser.py:245(ParsingState)
       22    0.000    0.000    0.000    0.000 parser.py:245(parse_operation_type)
        1    0.000    0.000    0.000    0.000 parser.py:253(OptionParser)
       22    0.000    0.000    0.002    0.000 parser.py:258(parse_variable_definitions)
        2    0.000    0.000    0.000    0.000 parser.py:264(parse_block_node)
        9    0.000    0.000    0.000    0.000 parser.py:267(parse_flow_node)
       52    0.000    0.000    0.000    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
       71    0.000    0.000    0.002    0.000 parser.py:270(parse_variable_definition)
       63    0.000    0.000    0.001    0.000 parser.py:273(parse_node)
      143    0.000    0.000    0.002    0.000 parser.py:281(parse_variable)
   105/27    0.000    0.000    0.007    0.000 parser.py:291(parse_selection_set)
   250/51    0.000    0.000    0.006    0.000 parser.py:299(parse_selection)
   245/51    0.000    0.000    0.006    0.000 parser.py:306(parse_field)
      245    0.000    0.000    0.002    0.000 parser.py:328(parse_arguments)
       59    0.000    0.000    0.002    0.000 parser.py:337(parse_argument)
        1    0.000    0.000    0.000    0.000 parser.py:34(Parser)
        5    0.000    0.000    0.000    0.000 parser.py:349(parse_fragment)
       22    0.000    0.000    0.000    0.000 parser.py:37(__init__)
        5    0.000    0.000    0.001    0.000 parser.py:374(parse_fragment_definition)
       10    0.000    0.000    0.000    0.000 parser.py:387(parse_fragment_name)
    88/66    0.000    0.000    0.001    0.000 parser.py:394(parse_value_literal)
        7    0.000    0.000    0.002    0.000 parser.py:41(parse)
        5    0.000    0.000    0.000    0.000 parser.py:422(parse_block_mapping_first_key)
       32    0.000    0.000    0.001    0.000 parser.py:427(parse_block_mapping_key)
        1    0.000    0.000    0.000    0.000 parser.py:431(parse_variable_value)
        2    0.000    0.000    0.000    0.000 parser.py:439(parse_list)
       27    0.000    0.000    0.001    0.000 parser.py:446(parse_block_mapping_value)
        1    0.000    0.000    0.000    0.000 parser.py:45(Loc)
        8    0.000    0.000    0.001    0.000 parser.py:451(parse_object)
       21    0.000    0.000    0.000    0.000 parser.py:462(parse_object_field)
        4    0.000    0.000    0.000    0.000 parser.py:471(parse_flow_sequence_first_entry)
      277    0.000    0.000    0.000    0.000 parser.py:473(parse_directives)
       13    0.000    0.000    0.000    0.000 parser.py:476(parse_flow_sequence_entry)
     1403    0.000    0.000    0.000    0.000 parser.py:48(__init__)
    73/71    0.000    0.000    0.001    0.000 parser.py:492(parse_type)
        1    0.000    0.000    0.003    0.003 parser.py:5(<module>)
       76    0.000    0.000    0.000    0.000 parser.py:510(parse_named_type)
        2    0.000    0.000    0.000    0.000 parser.py:587(process_empty_scalar)
        7    0.000    0.000    0.002    0.000 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
     1403    0.000    0.000    0.001    0.000 parser.py:66(loc)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
     1324    0.000    0.000    0.006    0.000 parser.py:78(advance)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        2    0.000    0.000    0.000    0.000 parser.py:81(__init__)
     1142    0.000    0.000    0.000    0.000 parser.py:85(peek)
        2    0.000    0.000    0.000    0.000 parser.py:89(dispose)
       22    0.000    0.000    0.009    0.000 parser.py:9(parse)
      901    0.000    0.000    0.001    0.000 parser.py:90(skip)
      193    0.000    0.000    0.002    0.000 parser.py:94(check_event)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
       64    0.000    0.000    0.000    0.000 parsing.py:126(check_axis_name_return_reason)
        1    0.000    0.000    0.000    0.000 parsing.py:24(ParsedExpression)
       30    0.000    0.000    0.000    0.000 parsing.py:29(__init__)
       65    0.000    0.000    0.000    0.000 parsing.py:49(add_axis_name)
        1    0.000    0.000    0.000    0.000 parsing.py:9(AnonymousAxis)
        1    0.000    0.000    0.000    0.000 part_of_speech.py:1(<module>)
        1    0.000    0.000    0.013    0.013 partfrac.py:1(<module>)
        1    0.000    0.000    0.000    0.000 partitions_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pass_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pass_base.py:11(PassResult)
        1    0.000    0.000    0.000    0.000 pass_base.py:21(PassBase)
        1    0.000    0.000    0.000    0.000 pass_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pass_manager.py:146(PassManager)
        1    0.000    0.000    0.000    0.000 passthrough.py:2(<module>)
        1    0.000    0.000    0.000    0.000 patcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patcher.py:19(ONNXTorchPatcher)
        1    0.000    0.000    0.024    0.024 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1070(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1168(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1256(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1312(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1486(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1512(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1665(Annulus)
        1    0.000    0.000    0.000    0.000 patches.py:1852(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1894(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:2177(_Style)
        3    0.000    0.000    0.003    0.001 patches.py:2184(__init_subclass__)
        6    0.000    0.000    0.002    0.000 patches.py:2226(pprint_styles)
        6    0.000    0.000    0.002    0.000 patches.py:2230(<listcomp>)
      222    0.000    0.000    0.000    0.000 patches.py:2237(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:2237(<listcomp>)
       24    0.000    0.000    0.000    0.000 patches.py:2238(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:2242(<genexpr>)
      248    0.000    0.000    0.000    0.000 patches.py:2244(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:2244(<listcomp>)
       62    0.000    0.000    0.000    0.000 patches.py:2259(_register_style)
        1    0.000    0.000    0.000    0.000 patches.py:2267(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2299(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2322(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2343(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:2371(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2403(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2413(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2450(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2508(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2557(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2618(Roundtooth)
     3300    0.003    0.000    0.083    0.000 patches.py:262(get_transform)
        1    0.000    0.000    0.000    0.000 patches.py:2634(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2674(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2687(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
     1232    0.001    0.000    0.001    0.000 patches.py:273(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:2739(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2777(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2817(Angle)
